id,artist,title,mix,album,key,bpm,genre,datasets,output_filename
299032,"Joe Montana, Andrea Introvigne",Saziable,Introvigne Zero 8 Mix,Nuhar Records,G major,,Techno,beatport-edm,"299032 Joe Montana, Andrea Introvigne - Saziable (Introvigne Zero 8 Mix).mp3"
299040,Maurizio Ruggiero,Airlock,Original Mix,Nuhar Records,A minor,,Techno,beatport-edm,299040 Maurizio Ruggiero - Airlock (Original Mix).mp3
299041,Itamar Sagi,Cancun,Original Mix,Be As One,F minor,,Tech House,beatport-edm,299041 Itamar Sagi - Cancun (Original Mix).mp3
299050,Chris Liebing,D,Original Mix,CLR,A major | A minor,,Techno,beatport-edm,299050 Chris Liebing - D (Original Mix).mp3
299059,Tigerskin,Desperate Mouselives,Original Mix,Laka-Tosh,G minor,,Tech House,beatport-edm,299059 Tigerskin - Desperate Mouselives (Original Mix).mp3
299063,Moritz Piske,Ein Kanguruh Im Klubraum,Original Mix,Laka-Tosh,A major,,Techno,beatport-edm,299063 Moritz Piske - Ein Kanguruh Im Klubraum (Original Mix).mp3
299064,Gennaro Rossi,Purple Haze,Original Mix,Laka-Tosh,E minor,,Techno,beatport-edm,299064 Gennaro Rossi - Purple Haze (Original Mix).mp3
299071,"The Factory, Wally Lopez",Couldn't Love You More,Wally Lopez Remix,Toolroom,A major,,Tech House,beatport-edm,"299071 The Factory, Wally Lopez - Couldn't Love You More (Wally Lopez Remix).mp3"
299073,"The Factory, Mark Storie",Couldn't Love You More,Mark Storie Remix,Toolroom,E major,,Electro House,beatport-edm,"299073 The Factory, Mark Storie - Couldn't Love You More (Mark Storie Remix).mp3"
299074,The Factory,Couldn't Love You More,Dub Mix,Toolroom,C# minor | E major,,House,beatport-edm,299074 The Factory - Couldn't Love You More (Dub Mix).mp3
299075,"The Factory, Manifest",Couldn't Love You More,Manifest Remix,Toolroom,C# minor,,Drum & Bass,beatport-edm,"299075 The Factory, Manifest - Couldn't Love You More (Manifest Remix).mp3"
299114,Trick == Kubic,Container,Original Mix,Great Stuff Recordings,G# major,,Electro House,beatport-edm,299114 Trick == Kubic - Container (Original Mix).mp3
299157,"David Penn, Dave Storm, Montilla  (Aka David Penn)",Plastic People,Montilla Remix,Urbana Recordings,F minor,,Progressive House,beatport-edm,"299157 David Penn, Dave Storm, Montilla  (Aka David Penn) - Plastic People (Montilla Remix).mp3"
299159,"Porno, Kortezman",Gonna Shake It,Kortezman Club Mix,Deeperfect Records,A minor,,Progressive House,beatport-edm,"299159 Porno, Kortezman - Gonna Shake It (Kortezman Club Mix).mp3"
299160,"Porno, Kortezman",Gonna Shake It,Kortezman Dub Mix,Deeperfect Records,A minor,,Progressive House,beatport-edm,"299160 Porno, Kortezman - Gonna Shake It (Kortezman Dub Mix).mp3"
299191,Gus Brown,Breathe,Original Mix,Mixtape Records,A minor,,Techno,beatport-edm,299191 Gus Brown - Breathe (Original Mix).mp3
299298,Ramatis,Fresh feat. Rose Max,Original Mix,UC Music,D minor,,Electronica / Downtempo,beatport-edm,299298 Ramatis - Fresh feat. Rose Max (Original Mix).mp3
299300,Ramatis,Sem Complicacao feat. Rose Max,Original Mix,UC Music,G minor | G major,,Electronica / Downtempo,beatport-edm,299300 Ramatis - Sem Complicacao feat. Rose Max (Original Mix).mp3
299306,"Leo Janeiro, CIC",So Freak Me,Original Mix,UC Music,F major,,House,beatport-edm,"299306 Leo Janeiro, CIC - So Freak Me (Original Mix).mp3"
299310,Global Cee,Alive,Global Mix,Druck Records,C minor,,Trance,beatport-edm,299310 Global Cee - Alive (Global Mix).mp3
299311,Global Cee,Alive,Cee Mix,Druck Records,C minor,,Trance,beatport-edm,299311 Global Cee - Alive (Cee Mix).mp3
299355,Wipes,Bang,Mass In Orbit Remix,Druck Records,G major,,Trance,beatport-edm,299355 Wipes - Bang (Mass In Orbit Remix).mp3
299365,Kan Cold,Restart,Original Mix,Druck Records,F major,,Trance,beatport-edm,299365 Kan Cold - Restart (Original Mix).mp3
299396,Quarks,Wiederkomm,Original Mix,Monika Enterprise,B minor,,Electronica / Downtempo,beatport-edm,299396 Quarks - Wiederkomm (Original Mix).mp3
299401,"Jimmy Ponzio, Ruanne, Alex Alicea",I Got Something For You feat. Sarah Tancer,Alex Alicea aka Who Da Funk vs. Jimmy Ponzio Mix,Subliminal Records,B major,,House,beatport-edm,"299401 Jimmy Ponzio, Ruanne, Alex Alicea - I Got Something For You feat. Sarah Tancer (Alex Alicea aka Who Da Funk vs. Jimmy Ponzio Mix).mp3"
299450,Florida,The Girl On The Escalator,Original Mix,Monika Enterprise,A# major,,Electronica / Downtempo,beatport-edm,299450 Florida - The Girl On The Escalator (Original Mix).mp3
299451,Florida,Hymn For Her,Original Mix,Monika Enterprise,G major | E minor,,Electronica / Downtempo,beatport-edm,299451 Florida - Hymn For Her (Original Mix).mp3
299452,Cajjmere Wray,Biggest Mistake feat. Sasha,Original Radio Edit,Hi-Bias Records,F minor,,Funky / Groove / Jackin' House,beatport-edm,299452 Cajjmere Wray - Biggest Mistake feat. Sasha (Original Radio Edit).mp3
299453,Cajjmere Wray,Biggest Mistake feat. Sasha,Original Club Mix,Hi-Bias Records,F minor,,Funky / Groove / Jackin' House,beatport-edm,299453 Cajjmere Wray - Biggest Mistake feat. Sasha (Original Club Mix).mp3
299454,Cajjmere Wray,Biggest Mistake feat. Sasha,Cajjmere Wray's Tribal Radio Edit,Hi-Bias Records,C minor,,Funky / Groove / Jackin' House,beatport-edm,299454 Cajjmere Wray - Biggest Mistake feat. Sasha (Cajjmere Wray's Tribal Radio Edit).mp3
299455,Cajjmere Wray,Biggest Mistake feat. Sasha,Cajjmere Wray's Peak Hour Tribal Mix,Hi-Bias Records,C minor,,Funky / Groove / Jackin' House,beatport-edm,299455 Cajjmere Wray - Biggest Mistake feat. Sasha (Cajjmere Wray's Peak Hour Tribal Mix).mp3
299456,Cajjmere Wray,Biggest Mistake feat. Sasha,Cajjmere Wray's Darker Tribal Dub,Hi-Bias Records,C minor,,Funky / Groove / Jackin' House,beatport-edm,299456 Cajjmere Wray - Biggest Mistake feat. Sasha (Cajjmere Wray's Darker Tribal Dub).mp3
299457,"Cajjmere Wray, Etienne Ozborne",Biggest Mistake feat. Sasha,Etienne Ozborne Remix,Hi-Bias Records,F minor,,Electro House,beatport-edm,"299457 Cajjmere Wray, Etienne Ozborne - Biggest Mistake feat. Sasha (Etienne Ozborne Remix).mp3"
299459,"Cajjmere Wray, Solar Sun",Biggest Mistake feat. Sasha,Solar Sun Tribulation Remix,Hi-Bias Records,F minor phrygian,,Electro House,beatport-edm,"299459 Cajjmere Wray, Solar Sun - Biggest Mistake feat. Sasha (Solar Sun Tribulation Remix).mp3"
299462,Quarks,Fallen  (Werden Wir Alle In Grossen Spiralen Aus Dem Himmel Gespuckt),Schneider TM Mix,Monika Enterprise,E minor,,Electronica / Downtempo,beatport-edm,299462 Quarks - Fallen  (Werden Wir Alle In Grossen Spiralen Aus Dem Himmel Gespuckt) (Schneider TM Mix).mp3
299464,Quarks,Dunkeln,Jamie Hodge Mix,Monika Enterprise,B major,,Electronica / Downtempo,beatport-edm,299464 Quarks - Dunkeln (Jamie Hodge Mix).mp3
299465,Plastic Operator,The Pleasure Is Mine,Original Mix,Fine Day Records,E major,,Electronica / Downtempo,beatport-edm,299465 Plastic Operator - The Pleasure Is Mine (Original Mix).mp3
299466,Plastic Operator,Peppermint,Original Mix,Fine Day Records,F major,,Electronica / Downtempo,beatport-edm,299466 Plastic Operator - Peppermint (Original Mix).mp3
299467,Plastic Operator,Folder,Original Mix,Fine Day Records,G major,,Electronica / Downtempo,beatport-edm,299467 Plastic Operator - Folder (Original Mix).mp3
299468,Plastic Operator,Couch,Original Mix,Fine Day Records,A major,,Electronica / Downtempo,beatport-edm,299468 Plastic Operator - Couch (Original Mix).mp3
299469,Plastic Operator,Home 0207,Original Mix,Fine Day Records,C major | A minor,,Electronica / Downtempo,beatport-edm,299469 Plastic Operator - Home 0207 (Original Mix).mp3
299470,Plastic Operator,Parasols,Original Mix,Fine Day Records,G major,,Electronica / Downtempo,beatport-edm,299470 Plastic Operator - Parasols (Original Mix).mp3
299471,Plastic Operator,Special Case,Original Mix,Fine Day Records,F major,,Electronica / Downtempo,beatport-edm,299471 Plastic Operator - Special Case (Original Mix).mp3
299472,Plastic Operator,Another Sound,Original Mix,Fine Day Records,G major,,Electronica / Downtempo,beatport-edm,299472 Plastic Operator - Another Sound (Original Mix).mp3
299473,Plastic Operator,Why Don't You_,Original Mix,Fine Day Records,F major,,Electronica / Downtempo,beatport-edm,299473 Plastic Operator - Why Don't You_ (Original Mix).mp3
299474,Plastic Operator,Singing All the Time,Original Mix,Fine Day Records,G major,,Electronica / Downtempo,beatport-edm,299474 Plastic Operator - Singing All the Time (Original Mix).mp3
299475,Plastic Operator,The Long Run,Original Mix,Fine Day Records,F major,,Electronica / Downtempo,beatport-edm,299475 Plastic Operator - The Long Run (Original Mix).mp3
299482,Contriva,Kapitan,Original Mix,Monika Enterprise,A major,,Electronica / Downtempo,beatport-edm,299482 Contriva - Kapitan (Original Mix).mp3
299483,Komeit,End Of Camp,Original Mix,Monika Enterprise,G major,,Electronica / Downtempo,beatport-edm,299483 Komeit - End Of Camp (Original Mix).mp3
299486,Zigarettenrauchen,Manner feat. Rosa,Original Mix,Monika Enterprise,E major,,Electronica / Downtempo,beatport-edm,299486 Zigarettenrauchen - Manner feat. Rosa (Original Mix).mp3
299488,Contriva,The Things You Said,Dm Coverversion Mix,Monika Enterprise,E minor,,Electronica / Downtempo,beatport-edm,299488 Contriva - The Things You Said (Dm Coverversion Mix).mp3
299489,Komeit,Don't Call,Original Mix,Monika Enterprise,D major,,Electronica / Downtempo,beatport-edm,299489 Komeit - Don't Call (Original Mix).mp3
299490,"Quarks, James Figurine",Sonntag,James Figurine Some Sundays Mix,Monika Enterprise,F# major,,Electronica / Downtempo,beatport-edm,"299490 Quarks, James Figurine - Sonntag (James Figurine Some Sundays Mix).mp3"
299491,Barbara Morgenstern,Eine Verabredung,Original Mix,Monika Enterprise,D major mixolydian,,Electronica / Downtempo,beatport-edm,299491 Barbara Morgenstern - Eine Verabredung (Original Mix).mp3
299492,"Contriva, Tom Thiel",8 Eyes,Tom Thiel Mix,Monika Enterprise,A major | F# minor,,Electronica / Downtempo,beatport-edm,"299492 Contriva, Tom Thiel - 8 Eyes (Tom Thiel Mix).mp3"
299493,Contriva,Stuck,Original Mix,Monika Enterprise,A major,,Electronica / Downtempo,beatport-edm,299493 Contriva - Stuck (Original Mix).mp3
299494,Quarks,Insicherheit,kikyo Mix,Monika Enterprise,unknown,,Electronica / Downtempo,beatport-edm,299494 Quarks - Insicherheit (kikyo Mix).mp3
299497,DJ Rilla,Jah Hear Me,Original Mix,Dub Chamber Recordings,A minor,,Drum & Bass,beatport-edm,299497 DJ Rilla - Jah Hear Me (Original Mix).mp3
299503,Natty Ruler,Steppin Out,Original Mix,Dub Chamber Recordings,C major,,Drum & Bass,beatport-edm,299503 Natty Ruler - Steppin Out (Original Mix).mp3
299507,Scotto,Pop Gunz,Original Mix,Dub Chamber Recordings,F minor phrygian,,Drum & Bass,beatport-edm,299507 Scotto - Pop Gunz (Original Mix).mp3
299509,Barbara Morgenstern,Eine Verabredung,Original Mix,Monika Enterprise,D major mixolydian,,Electronica / Downtempo,beatport-edm,299509 Barbara Morgenstern - Eine Verabredung (Original Mix).mp3
299511,Barbara Morgenstern,37 Grad,Original Mix,Monika Enterprise,D major,,Electronica / Downtempo,beatport-edm,299511 Barbara Morgenstern - 37 Grad (Original Mix).mp3
299513,Barbara Morgenstern,Der Wunsch Teil 4,Original Mix,Monika Enterprise,C# major,,Electronica / Downtempo,beatport-edm,299513 Barbara Morgenstern - Der Wunsch Teil 4 (Original Mix).mp3
299546,"Jerome Robins, Tom Sawyer",Time Will Tell,Tom Sawyer Mix,Release Records,F minor,,Progressive House,beatport-edm,"299546 Jerome Robins, Tom Sawyer - Time Will Tell (Tom Sawyer Mix).mp3"
299547,Denis Naidanow,Night Club,Original Mix,Chateau Funk,F# minor,,House,beatport-edm,299547 Denis Naidanow - Night Club (Original Mix).mp3
299616,Christoph Schindling,Dungeon Keeper,Original Mix,3rd Wave Music,E minor | E major,,Tech House,beatport-edm,299616 Christoph Schindling - Dungeon Keeper (Original Mix).mp3
299624,"Kaiak, Emix, D Lewis",Punkt,D.Lewis & Emix Remix,Acid 80,E minor,,Electro House,beatport-edm,"299624 Kaiak, Emix, D Lewis - Punkt (D.Lewis & Emix Remix).mp3"
299625,"DJ Simone Ninu, Gabriele Musta",Bonito,Original Mix,Acid 80,C major,,Tech House,beatport-edm,"299625 DJ Simone Ninu, Gabriele Musta - Bonito (Original Mix).mp3"
299654,"Cubic, Tommyboy",Superflyin,Tommyboy Edit,Stereo Unreleased Trax,G minor | G major,,Tech House,beatport-edm,"299654 Cubic, Tommyboy - Superflyin (Tommyboy Edit).mp3"
299657,"Cubic, David Lara",Superflyin,David Lara Bassline Revenge Remix,Stereo Unreleased Trax,C minor,,Progressive House,beatport-edm,"299657 Cubic, David Lara - Superflyin (David Lara Bassline Revenge Remix).mp3"
299665,Interstate,Hide And Seek,Original Mix,Bonzai Classics,G# major,,Trance,beatport-edm,299665 Interstate - Hide And Seek (Original Mix).mp3
299667,Mass Effect,Alphascan,Original Mix,Bonzai Classics,A major,,Trance,beatport-edm,299667 Mass Effect - Alphascan (Original Mix).mp3
299668,Medicen Men,Trainspotter,Original Mix,Bonzai Classics,A minor phrygian,,Trance,beatport-edm,299668 Medicen Men - Trainspotter (Original Mix).mp3
299669,Mystic Friends,Night Creatures,Original Mix,Bonzai Classics,C minor phrygian,,Trance,beatport-edm,299669 Mystic Friends - Night Creatures (Original Mix).mp3
299679,"Markus Schulz, Markus Schulz",Never Be The Same Again feat. Carrie Skipper,Markus Schulz Coldharbour Mix,Armada Music Bundles,F major,,Trance,beatport-edm,"299679 Markus Schulz, Markus Schulz - Never Be The Same Again feat. Carrie Skipper (Markus Schulz Coldharbour Mix).mp3"
299681,Tenishia,Five,Original Mix,Armada Music Bundles,C minor,,Trance,beatport-edm,299681 Tenishia - Five (Original Mix).mp3
299687,Sarah Goldfarb,Crashed By Society,Original Mix,Treibstoff,X,,Techno,beatport-edm,299687 Sarah Goldfarb - Crashed By Society (Original Mix).mp3
299690,"Pfirter, Sonodab",Terror Logico,Sonodab Remix,Trazable Recordings,D minor,,Techno,beatport-edm,"299690 Pfirter, Sonodab - Terror Logico (Sonodab Remix).mp3"
299701,David Forbes,Better World,Original Mix,Armada Music Bundles,A# minor,,Progressive House,beatport-edm,299701 David Forbes - Better World (Original Mix).mp3
299725,The Blackmaster,Black Is Back,Original Mix,Bonzai Classics,A# minor,,Trance,beatport-edm,299725 The Blackmaster - Black Is Back (Original Mix).mp3
299729,Walky Talky,Liberation,Original Mix,Bonzai Classics,C minor,,Trance,beatport-edm,299729 Walky Talky - Liberation (Original Mix).mp3
299739,Bionik Phunk,Nie feat. Sugar Caine,Original Mix,Audiophonica,F minor,,Electronica / Downtempo,beatport-edm,299739 Bionik Phunk - Nie feat. Sugar Caine (Original Mix).mp3
299743,"Bionik Phunk, DBN",Rocket Powder,DBN's Electric Fix,Audiophonica,F# major mixolydian,,Progressive House,beatport-edm,"299743 Bionik Phunk, DBN - Rocket Powder (DBN's Electric Fix).mp3"
299754,"Joe Montana, Andrea Introvigne, Stereologic",Saziable,Stereologic Love Mix,Nuhar Records,G minor,,Tech House,beatport-edm,"299754 Joe Montana, Andrea Introvigne, Stereologic - Saziable (Stereologic Love Mix).mp3"
299761,The Timewriter,Handsome Machine,Original Mix,Plastic City,F major | G minor,,House,beatport-edm,299761 The Timewriter - Handsome Machine (Original Mix).mp3
299764,The Timewriter,Flicking Pages,Original Mix,Plastic City,G major,,Progressive House,beatport-edm,299764 The Timewriter - Flicking Pages (Original Mix).mp3
299767,The Timewriter,Heartstring,Original Mix,Plastic City,C minor,,Tech House,beatport-edm,299767 The Timewriter - Heartstring (Original Mix).mp3
299769,"The Timewriter, Mary Joe",Mary's Wisdom,Original Mix,Plastic City,F minor,,House,beatport-edm,"299769 The Timewriter, Mary Joe - Mary's Wisdom (Original Mix).mp3"
299772,The Timewriter,Night Train,Original Mix,Plastic City,C minor,,Deep House,beatport-edm,299772 The Timewriter - Night Train (Original Mix).mp3
299773,The Timewriter,Soulstickers,Original Mix,Plastic City,F minor,,Electronica / Downtempo,beatport-edm,299773 The Timewriter - Soulstickers (Original Mix).mp3
299782,"Hubbard, Weber",Aphrodite,Original Mix,Bonzai Classics,C# minor,,Trance,beatport-edm,"299782 Hubbard, Weber - Aphrodite (Original Mix).mp3"
299786,Soyuz,Overheated,Original Mix,Bonzai Classics,F minor,,Trance,beatport-edm,299786 Soyuz - Overheated (Original Mix).mp3
299789,The Astronaut,Cosmic Trash,Original Mix,Bonzai Classics,G# major,,Trance,beatport-edm,299789 The Astronaut - Cosmic Trash (Original Mix).mp3
299792,Tribal Warriors,Spirits In Love,Original Mix,Bonzai Classics,A# minor,,Trance,beatport-edm,299792 Tribal Warriors - Spirits In Love (Original Mix).mp3
299800,Agnes  (ch),Bass Music For Bass People,Original Mix,Einmaleins Musik,C major,,Minimal,beatport-edm,299800 Agnes  (ch) - Bass Music For Bass People (Original Mix).mp3
299801,Agnes  (ch),Anger Therapy,Original Mix,Einmaleins Musik,A minor,,Minimal,beatport-edm,299801 Agnes  (ch) - Anger Therapy (Original Mix).mp3
299807,Precious X Project,Dukkha's Revenge,Radio Edit,d_vision records,D# major,,Electro House,beatport-edm,299807 Precious X Project - Dukkha's Revenge (Radio Edit).mp3
299808,"Precious X Project, Libex, Giorgio Prezioso",Dukkha's Revenge,Giorgio Prezioso vs. Libex Remix,d_vision records,D# major,,Electro House,beatport-edm,"299808 Precious X Project, Libex, Giorgio Prezioso - Dukkha's Revenge (Giorgio Prezioso vs. Libex Remix).mp3"
299809,"Precious X Project, Orazio Fatman",Dukkha's Revenge,Orazio Fatman Remix,d_vision records,C minor,,Progressive House,beatport-edm,"299809 Precious X Project, Orazio Fatman - Dukkha's Revenge (Orazio Fatman Remix).mp3"
299810,"Precious X Project, Pornocult",Dukkha's Revenge,Pornocult Mix,d_vision records,C minor,,Tech House,beatport-edm,"299810 Precious X Project, Pornocult - Dukkha's Revenge (Pornocult Mix).mp3"
299811,Precious X Project,Dukkha,Original Version,d_vision records,D# major,,Hard Dance,beatport-edm,299811 Precious X Project - Dukkha (Original Version).mp3
299812,"Precious X Project, Rome",Dukkha,Rome Remix,d_vision records,E major,,Hard Dance,beatport-edm,"299812 Precious X Project, Rome - Dukkha (Rome Remix).mp3"
299817,2 Figli Deep,One For The Angels,Original Mix,Eklero Records,F minor,,Minimal,beatport-edm,299817 2 Figli Deep - One For The Angels (Original Mix).mp3
299820,2 Figli Deep,Where Is Everybody,Original Mix,Eklero Records,F minor | Ab major,,Minimal,beatport-edm,299820 2 Figli Deep - Where Is Everybody (Original Mix).mp3
299832,Starecase,See,Original Mix,Hope Recordings,C# major,,Progressive House,beatport-edm,299832 Starecase - See (Original Mix).mp3
299834,"Starecase, Timo Maas",See,Timo Maas Remix,Hope Recordings,C# major,,Progressive House,beatport-edm,"299834 Starecase, Timo Maas - See (Timo Maas Remix).mp3"
299835,Starecase,See,Starecase Club Mix,Hope Recordings,C# major,,Progressive House,beatport-edm,299835 Starecase - See (Starecase Club Mix).mp3
299836,"Starecase, Rulers Of The Deep",See,Rulers Of The Deep Mix,Hope Recordings,C# major,,Progressive House,beatport-edm,"299836 Starecase, Rulers Of The Deep - See (Rulers Of The Deep Mix).mp3"
299847,"Woody B., Woody Bianchi",Holdin' On feat. Brent St. Clair,Woody Bianchi Club Mix,d_vision records,D minor,,House,beatport-edm,"299847 Woody B., Woody Bianchi - Holdin' On feat. Brent St. Clair (Woody Bianchi Club Mix).mp3"
299849,"Woody B., Kris Reen",Holdin' On feat. Brent St. Clair,Kris Reen Sunshine Mix,d_vision records,A minor,,House,beatport-edm,"299849 Woody B., Kris Reen - Holdin' On feat. Brent St. Clair (Kris Reen Sunshine Mix).mp3"
299861,"Leon, Greenbeam",26 Poisoner Tablet,Original Mix,Piso Records,F other,,Minimal,beatport-edm,"299861 Leon, Greenbeam - 26 Poisoner Tablet (Original Mix).mp3"
299862,Violett,Isabella,Original Mix,Einmaleins Musik,B major,,Minimal,beatport-edm,299862 Violett - Isabella (Original Mix).mp3
299868,Harlem Hustler,Feeling,Dub Mix,d_vision records,A# major | D minor,,House,beatport-edm,299868 Harlem Hustler - Feeling (Dub Mix).mp3
299869,Harlem Hustler,Love Is The Answer,Harlem Hustler Vocal Mix,d_vision records,A major,,House,beatport-edm,299869 Harlem Hustler - Love Is The Answer (Harlem Hustler Vocal Mix).mp3
299870,Harlem Hustler,U Can Do It,Harlem Hustler Club Mix,d_vision records,D major,,House,beatport-edm,299870 Harlem Hustler - U Can Do It (Harlem Hustler Club Mix).mp3
299879,Apoll,Never Mind My 987,Original Mix,Preset,A# minor | A# major,,Minimal,beatport-edm,299879 Apoll - Never Mind My 987 (Original Mix).mp3
299887,"DJ Memo, Fran Egea",12345678910,Fran Egea Remix,Porno School,F minor,,Breaks,beatport-edm,"299887 DJ Memo, Fran Egea - 12345678910 (Fran Egea Remix).mp3"
299890,"Arnaud Le Texier, Luciano Esse",Awakenings,Original Mix,Safari Electronique,B other,,Minimal,beatport-edm,"299890 Arnaud Le Texier, Luciano Esse - Awakenings (Original Mix).mp3"
299904,Derek Carr,Ray Of Light,Original Mix,Nice & Nasty,C major,,Deep House,beatport-edm,299904 Derek Carr - Ray Of Light (Original Mix).mp3
299905,Produse,Prayer For Produse,Original Mix,Nice & Nasty,C# major mixolydian,,Electro House,beatport-edm,299905 Produse - Prayer For Produse (Original Mix).mp3
299932,Mr. Fiction,Open Door,Original Mix,Unreleased Digital,F major,,Electro House,beatport-edm,299932 Mr. Fiction - Open Door (Original Mix).mp3
299933,Mr. Fiction,First Bullet,Original Mix,Unreleased Digital,C minor,,Electro House,beatport-edm,299933 Mr. Fiction - First Bullet (Original Mix).mp3
299943,Mario Ranieri,Bummnoglzua  (Deep 'Veisalgia'),Original Mix,Stay Up Forever,D# minor,,Techno,beatport-edm,299943 Mario Ranieri - Bummnoglzua  (Deep 'Veisalgia') (Original Mix).mp3
299945,Mario Ranieri,Bummnoglzua  (Clanking 'Bummnoglzua'),Original Mix,Stay Up Forever,B minor,,Techno,beatport-edm,299945 Mario Ranieri - Bummnoglzua  (Clanking 'Bummnoglzua') (Original Mix).mp3
299968,DJ Nasty,U Scared,Original Mix,Motor City Electro Company,B minor,,Techno,beatport-edm,299968 DJ Nasty - U Scared (Original Mix).mp3
299970,DJ Nasty,Wait A Minute,Original Mix,Motor City Electro Company,E major | A major,,Techno,beatport-edm,299970 DJ Nasty - Wait A Minute (Original Mix).mp3
299976,"Paolo Bolognesi, Jurgen Cecconi",Oh My God,Jurgen Cecconi Remix,Fahrenheit,A minor,,Electronica / Downtempo,beatport-edm,"299976 Paolo Bolognesi, Jurgen Cecconi - Oh My God (Jurgen Cecconi Remix).mp3"
299977,"Popstitute, Cencios",Believe,Cencios Mix,Fahrenheit,F# minor,,Electronica / Downtempo,beatport-edm,"299977 Popstitute, Cencios - Believe (Cencios Mix).mp3"
299978,A.P.,Tribal Perks,Original Mix,Yolk,F minor,,Techno,beatport-edm,299978 A.P. - Tribal Perks (Original Mix).mp3
299994,"JPLS, Skoozbot",Green 01,Skoozbot's Twilite Remix,Minus,D# minor,,Minimal,beatport-edm,"299994 JPLS, Skoozbot - Green 01 (Skoozbot's Twilite Remix).mp3"
299995,JPLS,Twilite 6.1,Original Mix,Minus,A major,,Minimal,beatport-edm,299995 JPLS - Twilite 6.1 (Original Mix).mp3
305771,,,,,C minor,,tech-house,giantsteps-key,305771.mp3
307186,Cut La Roc,Crazy Dope Pimp Shxt,Original Mix,Rocstar Recordings,E minor,,Breaks,beatport-edm,307186 Cut La Roc - Crazy Dope Pimp Shxt (Original Mix).mp3
307425,Scarletti,My Tee,Original Mix,Krispy Beatz Recordings,C minor phrygian,,Breaks,beatport-edm,307425 Scarletti - My Tee (Original Mix).mp3
310291,,,,,,140,,giantsteps-tempo,310291.mp3
312995,X-Dream,Coming Soon,Original Mix,Etnicanet Records,G# minor,,Psy-Trance,beatport-edm,312995 X-Dream - Coming Soon (Original Mix).mp3
315480,"Frank Maurel, Machado Jr.",Let Yourself Flow,Original Mix,Lajja Recordings,B minor,,House,beatport-edm,"315480 Frank Maurel, Machado Jr. - Let Yourself Flow (Original Mix).mp3"
316031,Gitana,Talkin' Bout A Revolution,S.O.B. Mix,Hi-Bias Records,C# minor,,Funky / Groove / Jackin' House,beatport-edm,316031 Gitana - Talkin' Bout A Revolution (S.O.B. Mix).mp3
323868,"Terry Lee Brown Junior, Alter Ego",Back To Reception,Alter Ego Remix,Plastic City,X,,Techno,beatport-edm,"323868 Terry Lee Brown Junior, Alter Ego - Back To Reception (Alter Ego Remix).mp3"
326117,Velvet Girl,Velvet,Vocal Trance Mix,Green Martian,F# minor,,Trance,beatport-edm,326117 Velvet Girl - Velvet (Vocal Trance Mix).mp3
328299,The Funk Lab,Prospecting For Life,Original Mix,Funk Lab Records,C major,,Breaks,beatport-edm,328299 The Funk Lab - Prospecting For Life (Original Mix).mp3
330141,Q-Baze,You'll Find The Way,Original Mix,Manifold Records,G# minor,,Breaks,beatport-edm,330141 Q-Baze - You'll Find The Way (Original Mix).mp3
331595,DJ Mouse,Fushion Beats,Original Mix,Bliss Point Recordings,C major,,Techno,beatport-edm,331595 DJ Mouse - Fushion Beats (Original Mix).mp3
332026,Bubbles,Bidibodi Bidibu,2007 Re-Edit Extended,Tunnel,E minor | E major,,Hard Dance,beatport-edm,332026 Bubbles - Bidibodi Bidibu (2007 Re-Edit Extended).mp3
333579,,,,,,140,,giantsteps-tempo,333579.mp3
333831,Project P.,Feel It,Original Mix,Manifold Records,F# minor,,Breaks,beatport-edm,333831 Project P. - Feel It (Original Mix).mp3
335862,"Diovanni, JC Mazter",I Like To Dance feat. Alex Hunt,Part 1 Mix,Tronic B7 Records,C major | A minor,,Progressive House,beatport-edm,"335862 Diovanni, JC Mazter - I Like To Dance feat. Alex Hunt (Part 1 Mix).mp3"
341832,,,,,G major,,progressive-house,giantsteps-key,341832.mp3
344470,,,,,,120,,giantsteps-tempo,344470.mp3
349463,Tanja La Croix,Bikini,Original Mix,Unreleased Digital,D major,,Progressive House,beatport-edm,349463 Tanja La Croix - Bikini (Original Mix).mp3
350773,"Lutzenkirchen, Joseph Disco, Micky Monzza",Bounce Baby,Original Mix,Great Stuff Recordings,F major,,Electro House,beatport-edm,"350773 Lutzenkirchen, Joseph Disco, Micky Monzza - Bounce Baby (Original Mix).mp3"
356905,"Santos, Maskio",Somatique,Maskio Bongotronik Mix,Hell Yeah,G minor,,Techno,beatport-edm,"356905 Santos, Maskio - Somatique (Maskio Bongotronik Mix).mp3"
358893,"Madison Park, Paul T, Triple One",All About The Groove,Triple One's Deep Dub,BasicLUX Records,C minor,,Progressive House,beatport-edm,"358893 Madison Park, Paul T, Triple One - All About The Groove (Triple One's Deep Dub).mp3"
365981,,,,,,140,,giantsteps-tempo,365981.mp3
367369,"Midnight Society, Midnight Society, Corbo",That’s It feat. Corbo & Mirage,Midnight Society & Corbo Mix,Stealth Records,G major,,House,beatport-edm,"367369 Midnight Society, Midnight Society, Corbo - That’s It feat. Corbo & Mirage (Midnight Society & Corbo Mix).mp3"
368533,,,,,,140.0,,giantsteps-tempo,368533.mp3
